"","ID","ringnr","sex","flok","type","name","firstyear","lastyear","missing","LRS","lambda","Rep.Value","FirstAge","Long","r","GT","flok_year","animal"
"1",1,"8118424","m",28,1,"Indre-Kvarøy",2007,2010,0,8,2.80630071674101,0.430111209060728,1,3,2.66666666666667,2.25,"28 2007","8118424"
"3",3,"8118426","m",28,1,"Indre-Kvarøy",2007,2010,0,4,2,0.447213595499958,2,3,1.33333333333333,2,"28 2007","8118426"
"6",6,"8118432","f",26,1,"Gjerøy",2007,2009,0,2,1.61803398874989,0.85065080835204,1,2,1,1.5,"26 2007","8118432"
"7",7,"8118433","m",26,1,"Gjerøy",2007,2009,0,3,1.73205080756888,0.5,2,2,1.5,2,"26 2007","8118433"
"8",8,"8118435","f",26,1,"Gjerøy",2007,2009,0,7,2.84546609143593,0.52051346332858,1,3,2.33333333333333,2.28571428571429,"26 2007","8118435"
"9",9,"8168601","m",38,1,"Aldra",1998,2001,0,8,4.82842712474619,0.770076152379129,1,3,2.66666666666667,1.5,"38 1998","8168601"
"10",10,"8168602","f",38,1,"Aldra",1998,1999,0,1,1,1,1,1,1,1,"38 1998","8168602"
"12",12,"8168605","m",38,1,"Aldra",1998,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"38 1998","8168605"
"13",13,"8168606","m",38,1,"Aldra",1998,2000,0,1,1,0.707106781186547,2,2,0.5,2,"38 1998","8168606"
"15",15,"8168608","m",28,1,"Indre-Kvarøy",1998,1999,0,1,1,1,1,1,1,1,"28 1998","8168608"
"17",17,"8168612","m",28,1,"Indre-Kvarøy",1998,2001,0,3,1.61803398874989,0.5,2,3,1,2.33333333333333,"28 1998","8168612"
"18",18,"8168613","f",27,1,"Hestmannøy",1998,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"27 1998","8168613"
"19",19,"8168614","f",28,1,"Indre-Kvarøy",1998,2002,0,2,1.27201964951407,0.525731112119134,2,4,0.5,3,"28 1998","8168614"
"22",22,"8168639","f",26,1,"Gjerøy",1999,2000,0,3,1.73205080756888,0.5,2,2,1.5,2,"26 1999","8168639"
"26",26,"8168648","m",26,1,"Gjerøy",1999,1999,0,1,1,1,1,1,1,1,"26 1999","8168648"
"30",30,"8168692","f",28,1,"Indre-Kvarøy",1999,2001,0,4,2.14789903570479,0.628145069491339,1,3,1.33333333333333,2,"28 1999","8168692"
"33",33,"8168702","m",27,1,"Hestmannøy",1999,2001,0,4,3.30277563773199,0.957092026489053,1,2,2,1.25,"27 1999","8168702"
"34",34,"8168709","m",26,1,"Gjerøy",1999,2002,0,7,2.84546609143593,0.52051346332858,1,3,2.33333333333333,2.28571428571429,"26 1999","8168709"
"40",40,"8309128","f",27,1,"Hestmannøy",2007,2010,0,5,2.23606797749979,0.408248290463863,2,3,1.66666666666667,2,"27 2007","8309128"
"42",42,"8309140","m",27,1,"Hestmannøy",2007,2008,0,1,1,1,1,1,1,1,"27 2007","8309140"
"43",43,"8309141","m",27,1,"Hestmannøy",2007,2010,0,3,1.69562076955986,0.589754512301459,1,3,1,2.33333333333333,"27 2007","8309141"
"44",44,"8309143","m",26,1,"Gjerøy",2007,2010,0,1,1,1,1,3,0.333333333333333,1,"26 2007","8309143"
"48",48,"8309158","m",28,1,"Indre-Kvarøy",2007,2010,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"28 2007","8309158"
"49",49,"8309159","m",28,1,"Indre-Kvarøy",2007,2008,0,2,2,1,1,1,2,1,"28 2007","8309159"
"52",52,"8309171","f",27,1,"Hestmannøy",2007,2011,0,7,2.11062951895362,0.340476007535768,1,4,1.75,3,"27 2007","8309171"
"55",55,"8309182","m",27,1,"Hestmannøy",2007,2009,0,2,1.61803398874989,0.85065080835204,1,2,1,1.5,"27 2007","8309182"
"59",59,"8309191","m",26,1,"Gjerøy",2007,2011,0,2,1.25992104989487,0.442493334024442,3,4,0.5,3,"26 2007","8309191"
"63",63,"8309251","f",27,1,"Hestmannøy",2007,2010,0,3,1.73205080756888,0.5,2,3,1,2,"27 2007","8309251"
"64",64,"8309252","f",27,1,"Hestmannøy",2007,2009,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"27 2007","8309252"
"65",65,"8309254","m",27,1,"Hestmannøy",2007,2009,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"27 2007","8309254"
"66",66,"8309262","m",27,1,"Hestmannøy",2007,2010,0,5,2.23606797749979,0.408248290463863,2,3,1.66666666666667,2,"27 2007","8309262"
"67",67,"8309263","f",27,1,"Hestmannøy",2007,2008,0,1,1,1,1,1,1,1,"27 2007","8309263"
"68",68,"8309264","f",27,1,"Hestmannøy",2007,2009,0,3,1.73205080756888,0.5,2,2,1.5,2,"27 2007","8309264"
"69",69,"8309266","m",27,1,"Hestmannøy",2007,2011,0,2,1.61803398874989,0.85065080835204,1,4,0.5,1.5,"27 2007","8309266"
"72",72,"8309272","f",27,1,"Hestmannøy",2007,2011,0,1,1,0.577350269189626,3,4,0.25,3,"27 2007","8309272"
"74",74,"8309274","m",27,1,"Hestmannøy",2007,2010,0,2,1.61803398874989,0.85065080835204,1,3,0.666666666666667,1.5,"27 2007","8309274"
"75",75,"8309277","m",27,1,"Hestmannøy",2007,2010,0,6,2.91963956583942,0.657243060060639,1,3,2,2,"27 2007","8309277"
"78",78,"8309283","f",27,1,"Hestmannøy",2007,2009,0,5,3.56155281280883,0.871928209278037,1,2,2.5,1.4,"27 2007","8309283"
"79",79,"8309285","f",27,1,"Hestmannøy",2007,2009,0,5,2.56155281280883,0.539285596264911,1,2,2.5,1.8,"27 2007","8309285"
"81",81,"8309288","m",27,1,"Hestmannøy",2007,2008,0,2,2,1,1,1,2,1,"27 2007","8309288"
"82",82,"8309291","f",20,1,"Nesøy",2007,2012,0,6,2.43153383535822,0.536193064212229,1,5,1.2,2.5,"20 2007","8309291"
"170",170,"8668476","f",27,1,"Hestmannøy",2007,2010,0,4,1.76929235423863,0.430005547814934,2,3,1.33333333333333,2.5,"27 2007","8668476"
"175",175,"8668490","f",27,1,"Hestmannøy",2007,2007,0,1,1,1,1,1,1,1,"27 2007","8668490"
"199",199,"8681052","m",26,1,"Gjerøy",1998,2001,0,2,1.18920711500272,0.371579315163934,4,4,0.5,4,"26 1998","8681052"
"201",201,"8681054","f",26,1,"Gjerøy",1998,2002,0,8,1.94460666886068,0.289050714733281,1,5,1.6,3.875,"26 1998","8681054"
"205",205,"8681059","m",28,1,"Indre-Kvarøy",1998,2000,0,4,2,0.577350269189626,1,3,1.33333333333333,2.25,"28 1998","8681059"
"207",207,"8681074","m",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8681074"
"208",208,"8681075","f",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,2,0.5,1,"27 1998","8681075"
"209",209,"8681076","f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8681076"
"210",210,"8681077","f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8681077"
"212",212,"8681081","m",27,1,"Hestmannøy",1998,2000,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"27 1998","8681081"
"213",213,"8681095","m",27,1,"Hestmannøy",1998,2003,0,1,1,0.5,4,6,0.166666666666667,4,"27 1998","8681095"
"281",281,"8730417","f",26,1,"Gjerøy",1998,2001,0,6,2.24189656303448,0.417913207344724,1,4,1.5,2.5,"26 1998","8730417"
"283",283,"8730421","m",26,1,"Gjerøy",1998,1999,0,1,1,1,1,1,1,1,"26 1998","8730421"
"285",285,"8730436","f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8730436"
"286",286,"8730437","m",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,2,0.5,1,"27 1998","8730437"
"289",289,"8730442","f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8730442"
"291",291,"8730453","f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8730453"
"292",292,"8730454","m",27,1,"Hestmannøy",1998,1999,0,4,4,1,1,2,2,1,"27 1998","8730454"
"294",294,"8730483","f",28,1,"Indre-Kvarøy",1998,2000,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"28 1998","8730483"
"296",296,"8730493","m",26,1,"Gjerøy",1998,2003,0,1,1,0.447213595499958,5,5,0.2,5,"26 1998","8730493"
"297",297,"8730496","f",27,1,"Hestmannøy",1998,2001,0,4,2,0.447213595499958,2,3,1.33333333333333,2,"27 1998","8730496"
"300",300,"8730503","f",27,1,"Hestmannøy",1998,1999,0,2,2,1,1,2,1,1,"27 1998","8730503"
"302",302,"8730509","m",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,1,1,1,"27 1998","8730509"
"303",303,"8730517","m",27,1,"Hestmannøy",1998,1998,0,2,2,1,1,1,2,1,"27 1998","8730517"
"313",313,"8730584","m",27,1,"Hestmannøy",1998,2007,0,19,2.97230549539966,0.2688190423559,1,9,2.11111111111111,4.21052631578947,"27 1998","8730584"
"315",315,"8730902","m",28,1,"Indre-Kvarøy",1998,1999,0,4,2.30277563773199,0.60889367553119,1,2,2,1.75,"28 1998","8730902"
"317",317,"8730979","m",28,1,"Indre-Kvarøy",1998,2002,0,1,1,0.5,4,4,0.25,4,"28 1998","8730979"
"319",319,"8730987","m",26,1,"Gjerøy",1998,2000,0,3,1.73205080756888,0.5,2,2,1.5,2,"26 1998","8730987"
"327",327,"8732254","f",38,1,"Aldra",1998,2002,0,16,4.66156151048614,0.466850826901718,1,5,3.2,2.4375,"38 1998","8732254"
"328",328,"8732255","m",38,1,"Aldra",1998,1998,0,3,3,1,1,1,3,1,"38 1998","8732255"
"329",329,"8732288","m",27,1,"Hestmannøy",1998,2000,0,1,1,0.707106781186547,2,2,0.5,2,"27 1998","8732288"
"331",331,"8732293","f",27,1,"Hestmannøy",1998,2001,0,2,1.32471795724475,0.548431757931806,2,3,0.666666666666667,2.5,"27 1998","8732293"
"334",334,"8732552","m",28,1,"Indre-Kvarøy",1998,2001,0,2,1.32471795724475,0.548431757931806,2,3,0.666666666666667,2.5,"28 1998","8732552"
"337",337,"8732565","m",26,1,"Gjerøy",1998,2001,0,5,2,0.5,1,4,1.25,2.8,"26 1998","8732565"
"339",339,"8732637","f",27,1,"Hestmannøy",1998,2002,0,2,1.4142135623731,0.577350269189626,2,4,0.5,2,"27 1998","8732637"
"342",342,"8732640","m",27,1,"Hestmannøy",1998,1999,0,2,2,1,1,1,2,1,"27 1998","8732640"
"345",345,"8732646","m",27,1,"Hestmannøy",1998,2001,0,2,1.46557123187677,0.770982798781042,1,3,0.666666666666667,2,"27 1998","8732646"
"346",346,"8732647","m",27,1,"Hestmannøy",1998,2000,0,1,1,0.707106781186547,2,2,0.5,2,"27 1998","8732647"
"347",347,"8732648","f",27,1,"Hestmannøy",1998,2000,0,1,1,0.707106781186547,2,2,0.5,2,"27 1998","8732648"
"348",348,"8732649","m",27,1,"Hestmannøy",1998,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"27 1998","8732649"
"351",351,"8732652","f",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,1,1,1,"27 1998","8732652"
"353",353,"8732654","f",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,1,1,1,"27 1998","8732654"
"354",354,"8732656","f",27,1,"Hestmannøy",1998,2000,0,1,1,1,1,2,0.5,1,"27 1998","8732656"
"356",356,"8732659","m",27,1,"Hestmannøy",1998,2004,0,3,1.48511596530392,0.5,2,6,0.5,3.33333333333333,"27 1998","8732659"
"357",357,"8732660","f",27,1,"Hestmannøy",1998,2001,0,2,2,1,1,3,0.666666666666667,1,"27 1998","8732660"
"360",360,"8732680","m",26,1,"Gjerøy",1998,2000,0,4,2,0.447213595499958,2,2,2,2,"26 1998","8732680"
"361",361,"8732681","f",26,1,"Gjerøy",1998,2000,0,3,1.73205080756888,0.5,2,2,1.5,2,"26 1998","8732681"
"364",364,"8732687","f",27,1,"Hestmannøy",1998,2000,0,1,1,1,1,2,0.5,1,"27 1998","8732687"
"366",366,"8732690","f",27,1,"Hestmannøy",1998,2003,0,10,2.089219411762,0.247880574061551,2,5,2,3.6,"27 1998","8732690"
"368",368,"8732695","m",26,1,"Gjerøy",1998,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"26 1998","8732695"
"369",369,"8732696","m",26,1,"Gjerøy",1998,2001,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"26 1998","8732696"
"373",373,"8732700","f",26,1,"Gjerøy",1998,2001,0,2,1.46557123187677,0.770982798781042,1,3,0.666666666666667,2,"26 1998","8732700"
"375",375,"8747100","f",27,1,"Hestmannøy",1999,1999,0,1,1,1,1,1,1,1,"27 1999","8747100"
"376",376,"8747101","f",27,1,"Hestmannøy",1999,2000,0,1,1,1,1,2,0.5,1,"27 1999","8747101"
"378",378,"8747103","f",27,1,"Hestmannøy",1999,1999,0,2,2,1,1,1,2,1,"27 1999","8747103"
"379",379,"8747104","f",27,1,"Hestmannøy",1999,2001,0,3,2.41421356237309,0.923879532511287,1,3,1,1.33333333333333,"27 1999","8747104"
"380",380,"8747105","m",27,1,"Hestmannøy",1999,2000,0,1,1,1,1,2,0.5,1,"27 1999","8747105"
"383",383,"8747117","f",28,1,"Indre-Kvarøy",1999,1999,0,1,1,1,1,1,1,1,"28 1999","8747117"
"386",386,"8747218","f",27,1,"Hestmannøy",1999,1999,0,4,4,1,1,1,4,1,"27 1999","8747218"
"389",389,"8747222","f",27,1,"Hestmannøy",1999,2003,0,2,1.32471795724475,0.548431757931806,2,4,0.5,2.5,"27 1999","8747222"
"393",393,"8747227","m",27,1,"Hestmannøy",1999,1999,0,2,2,1,1,1,2,1,"27 1999","8747227"
"394",394,"8747228","m",27,1,"Hestmannøy",1999,2000,0,2,1.61803398874989,0.85065080835204,1,2,1,1.5,"27 1999","8747228"
"395",395,"8747229","f",27,1,"Hestmannøy",1999,2001,0,4,3.10380340273553,0.947206478428209,1,3,1.33333333333333,1.5,"27 1999","8747229"
"397",397,"8747234","m",38,1,"Aldra",1999,2000,0,7,4.64575131106459,0.840070779091306,1,2,3.5,1.42857142857143,"38 1999","8747234"
"398",398,"8747239","m",26,1,"Gjerøy",1999,2004,0,1,1,0.707106781186547,2,6,0.166666666666667,2,"26 1999","8747239"
"402",402,"8747258","f",28,1,"Indre-Kvarøy",1999,2000,0,1,1,0.707106781186547,2,2,0.5,2,"28 1999","8747258"
"403",403,"8747259","m",28,1,"Indre-Kvarøy",1999,2002,0,2,1.38027756909761,0.717033325737579,1,4,0.5,2.5,"28 1999","8747259"
"404",404,"8747260","m",28,1,"Indre-Kvarøy",1999,1999,0,1,1,1,1,1,1,1,"28 1999","8747260"
"408",408,"8747283","f",27,1,"Hestmannøy",1999,2000,0,1,1,1,1,1,1,1,"27 1999","8747283"
"409",409,"8747363","m",27,1,"Hestmannøy",1999,2000,0,6,4.44948974278318,0.912095586463013,1,2,3,1.33333333333333,"27 1999","8747363"
"410",410,"8747364","f",27,1,"Hestmannøy",1999,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"27 1999","8747364"
"416",416,"8747399","f",28,1,"Indre-Kvarøy",1999,2000,0,1,1,1,1,1,1,1,"28 1999","8747399"
"418",418,"8747408","m",20,1,"Nesøy",1999,2002,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"20 1999","8747408"
"419",419,"8747410","m",20,1,"Nesøy",1999,2002,0,2,1.46557123187677,0.770982798781042,1,3,0.666666666666667,2,"20 1999","8747410"
"422",422,"8747517","f",27,1,"Hestmannøy",1999,2001,0,1,1,0.577350269189626,3,3,0.333333333333333,3,"27 1999","8747517"
"423",423,"8747518","f",27,1,"Hestmannøy",1999,2002,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"27 1999","8747518"
"427",427,"8747529","m",28,1,"Indre-Kvarøy",1999,2002,0,1,1,1,1,3,0.333333333333333,1,"28 1999","8747529"
"428",428,"8747532","m",27,1,"Hestmannøy",1999,2001,0,1,1,1,1,3,0.333333333333333,1,"27 1999","8747532"
"429",429,"8747534","f",27,1,"Hestmannøy",1999,2003,0,4,1.79430965941227,0.501706671168966,1,4,1,2.75,"27 1999","8747534"
"430",430,"8747548","f",38,1,"Aldra",1999,2005,0,6,2.42147278211679,0.540691286684768,1,6,1,2.66666666666667,"38 1999","8747548"
"431",431,"8747549","f",38,1,"Aldra",1999,2000,0,2,2,1,1,1,2,1,"38 1999","8747549"
"433",433,"8747551","m",38,1,"Aldra",1999,2005,0,14,3.20213555186734,0.384269932533526,1,6,2.33333333333333,3.42857142857143,"38 1999","8747551"
"434",434,"8747552","m",38,1,"Aldra",1999,2003,0,8,2.87422694222644,0.489487185740116,1,4,2,2.5,"38 1999","8747552"
"435",435,"8747553","f",38,1,"Aldra",1999,2005,0,6,2.53983049764367,0.635976353485393,1,6,1,2.83333333333333,"38 1999","8747553"
"436",436,"8747554","f",27,1,"Hestmannøy",1999,2001,0,1,1,1,1,2,0.5,1,"27 1999","8747554"
"438",438,"8747561","m",27,1,"Hestmannøy",1999,2002,0,1,1,0.577350269189626,3,3,0.333333333333333,3,"27 1999","8747561"
"439",439,"8747563","m",27,1,"Hestmannøy",1999,2001,0,1,1,1,1,2,0.5,1,"27 1999","8747563"
"442",442,"8747603","f",26,1,"Gjerøy",1999,1999,0,1,1,1,1,1,1,1,"26 1999","8747603"
"443",443,"8747604","f",26,1,"Gjerøy",1999,2006,0,15,1.77273160251482,0.149283692244544,3,8,1.875,5.73333333333333,"26 1999","8747604"
"444",444,"8747606","f",27,1,"Hestmannøy",1999,1999,0,2,2,1,1,1,2,1,"27 1999","8747606"
"447",447,"8747623","f",27,1,"Hestmannøy",1999,2000,0,1,1,1,1,2,0.5,1,"27 1999","8747623"
"450",450,"8747636","f",26,1,"Gjerøy",1999,2001,0,2,2,1,1,2,1,1,"26 1999","8747636"
"455",455,"8747698","m",26,1,"Gjerøy",1999,2001,0,3,3,1,1,2,1.5,1,"26 1999","8747698"
"456",456,"8747699","m",27,1,"Hestmannøy",1999,2001,0,1,1,1,1,2,0.5,1,"27 1999","8747699"
"459",459,"8747720","m",27,1,"Hestmannøy",1999,2006,0,7,1.67277417165131,0.253214956795956,3,7,1,4.14285714285714,"27 1999","8747720"
"460",460,"8747722","f",27,1,"Hestmannøy",1999,2004,0,4,2.35930408597178,0.735670561370448,1,5,0.8,2,"27 1999","8747722"
"461",461,"8747725","f",27,1,"Hestmannøy",1999,2002,0,3,2.20556943040059,0.895205204185134,1,3,1,1.66666666666667,"27 1999","8747725"
"462",462,"8747726","m",27,1,"Hestmannøy",1999,2002,0,1,1,0.577350269189626,3,3,0.333333333333333,3,"27 1999","8747726"
"463",463,"8747729","m",27,1,"Hestmannøy",1999,2004,0,4,1.88851884548442,0.6192060643743,1,5,0.8,2.75,"27 1999","8747729"
"468",468,"8747756","f",27,1,"Hestmannøy",2000,2000,0,2,2,1,1,1,2,1,"27 2000","8747756"
"470",470,"8747759","m",26,1,"Gjerøy",2000,2003,0,1,1,1,1,4,0.25,1,"26 2000","8747759"
"471",471,"8747760","f",27,1,"Hestmannøy",2000,2002,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"27 2000","8747760"
"477",477,"8747799","f",26,1,"Gjerøy",2000,2001,0,1,1,1,1,1,1,1,"26 2000","8747799"
"478",478,"8747805","m",28,1,"Indre-Kvarøy",1999,2001,0,2,2,1,1,2,1,1,"28 1999","8747805"
"479",479,"8747807","f",28,1,"Indre-Kvarøy",1999,2000,0,1,1,1,1,1,1,1,"28 1999","8747807"
"484",484,"8747871","m",20,1,"Nesøy",2001,2005,0,2,1.61803398874989,0.85065080835204,1,4,0.5,1.5,"20 2001","8747871"
"485",485,"8747872","m",28,1,"Indre-Kvarøy",2001,2003,0,1,1,0.707106781186547,2,2,0.5,2,"28 2001","8747872"
"487",487,"8747900","f",27,1,"Hestmannøy",2001,2006,0,3,1.6180339887499,0.601500955007546,1,5,0.6,2.66666666666667,"27 2001","8747900"
"488",488,"8747901","m",20,1,"Nesøy",2001,2005,0,1,1,0.5,4,4,0.25,4,"20 2001","8747901"
"491",491,"8747936","m",26,1,"Gjerøy",2001,2004,0,3,1.44224957030741,0.367437719731505,3,3,1,3,"26 2001","8747936"
"492",492,"8747940","f",26,1,"Gjerøy",2001,2003,0,3,2.41421356237309,0.923879532511287,1,2,1.5,1.33333333333333,"26 2001","8747940"
"493",493,"8747941","m",26,1,"Gjerøy",2001,2004,0,4,2.73205080756888,0.806898221355073,1,3,1.33333333333333,1.5,"26 2001","8747941"
"495",495,"8747948","m",26,1,"Gjerøy",2001,2002,0,1,1,1,1,1,1,1,"26 2001","8747948"
"498",498,"8747979","m",27,1,"Hestmannøy",2001,2003,0,1,1,1,1,2,0.5,1,"27 2001","8747979"
"499",499,"8747982","f",26,1,"Gjerøy",2001,2002,0,2,2,1,1,1,2,1,"26 2001","8747982"
"500",500,"8794301","m",27,1,"Hestmannøy",1999,2000,0,1,1,1,1,1,1,1,"27 1999","8794301"
"502",502,"8794305","f",26,1,"Gjerøy",2000,2001,0,4,2.30277563773199,0.60889367553119,1,2,2,1.75,"26 2000","8794305"
"509",509,"8800018","f",27,1,"Hestmannøy",2000,2001,0,1,1,1,1,1,1,1,"27 2000","8800018"
"522",522,"8800038","f",27,1,"Hestmannøy",2000,2004,0,5,1.88720767612068,0.408248290463863,2,4,1.25,2.8,"27 2000","8800038"
"526",526,"8800046","m",27,1,"Hestmannøy",2000,2003,0,4,1.76929235423863,0.430005547814934,2,3,1.33333333333333,2.5,"27 2000","8800046"
"530",530,"8800066","f",26,1,"Gjerøy",2001,2002,0,2,2,1,1,1,2,1,"26 2001","8800066"
"534",534,"8800077","f",27,1,"Hestmannøy",2001,2002,0,3,2,0.707106781186547,1,2,1.5,1.66666666666667,"27 2001","8800077"
"535",535,"8800090","f",28,1,"Indre-Kvarøy",2001,2005,0,7,2.02406043639419,0.319484741937476,2,5,1.4,3,"28 2001","8800090"
"536",536,"8800091","m",28,1,"Indre-Kvarøy",2001,2003,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"28 2001","8800091"
"537",537,"8800094","f",28,1,"Indre-Kvarøy",2001,2003,0,4,2.73205080756888,0.806898221355073,1,2,2,1.5,"28 2001","8800094"
"539",539,"8800101","f",38,1,"Aldra",2000,2000,0,1,1,1,1,1,1,1,"38 2000","8800101"
"540",540,"8800102","m",38,1,"Aldra",2000,2002,0,5,2.56155281280883,0.539285596264911,1,3,1.66666666666667,1.8,"38 2000","8800102"
"541",541,"8800104","f",38,1,"Aldra",2000,2006,0,6,2.41786244339421,0.620553426440662,1,7,0.857142857142857,3.16666666666667,"38 2000","8800104"
"544",544,"8800170","m",38,1,"Aldra",2000,2001,0,3,3,1,1,1,3,1,"38 2000","8800170"
"546",546,"8800175","m",28,1,"Indre-Kvarøy",2000,2003,0,4,1.76929235423863,0.430005547814934,2,3,1.33333333333333,2.5,"28 2000","8800175"
"548",548,"8800177","f",28,1,"Indre-Kvarøy",2000,2002,0,1,1,0.707106781186547,2,2,0.5,2,"28 2000","8800177"
"550",550,"8800179","m",28,1,"Indre-Kvarøy",2000,2005,0,2,1.32471795724475,0.548431757931806,2,5,0.4,2.5,"28 2000","8800179"
"551",551,"8800181","m",28,1,"Indre-Kvarøy",2000,2002,0,1,1,0.707106781186547,2,2,0.5,2,"28 2000","8800181"
"553",553,"8800185","f",28,1,"Indre-Kvarøy",2000,2002,0,2,1.61803398874989,0.85065080835204,1,3,0.666666666666667,1.5,"28 2000","8800185"
"554",554,"8800196","f",28,1,"Indre-Kvarøy",2000,2003,0,2,1.32471795724475,0.548431757931806,2,3,0.666666666666667,2.5,"28 2000","8800196"
"559",559,"8800314","m",27,1,"Hestmannøy",2000,2001,0,1,1,1,1,1,1,1,"27 2000","8800314"
"560",560,"8800321","m",38,1,"Aldra",2000,2003,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"38 2000","8800321"
"567",567,"8800357","m",27,1,"Hestmannøy",2000,2003,0,4,2.14789903570479,0.628145069491339,1,3,1.33333333333333,2,"27 2000","8800357"
"569",569,"8800371","m",26,1,"Gjerøy",2000,2002,0,6,3.79128784747792,0.784190373377122,1,2,3,1.5,"26 2000","8800371"
"570",570,"8800372","f",26,1,"Gjerøy",2000,2002,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"26 2000","8800372"
"571",571,"8800375","f",26,1,"Gjerøy",2000,2006,0,7,3.46257312303304,0.774665079816851,1,6,1.16666666666667,2.28571428571429,"26 2000","8800375"
"572",572,"8800376","m",26,1,"Gjerøy",2000,2004,0,13,2.658967081917,0.26154636085569,2,4,3.25,2.92307692307692,"26 2000","8800376"
"574",574,"8800390","m",28,1,"Indre-Kvarøy",2000,2005,0,1,1,0.447213595499958,5,5,0.2,5,"28 2000","8800390"
"577",577,"8800395","m",20,1,"Nesøy",2000,2002,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"20 2000","8800395"
"581",581,"8800405","m",27,1,"Hestmannøy",2000,2001,0,1,1,1,1,2,0.5,1,"27 2000","8800405"
"582",582,"8800416","f",20,1,"Nesøy",2000,2003,0,2,1.61803398874989,0.85065080835204,1,3,0.666666666666667,1.5,"20 2000","8800416"
"583",583,"8800417","f",27,1,"Hestmannøy",2000,2003,0,3,1.61803398874989,0.5,2,3,1,2.33333333333333,"27 2000","8800417"
"585",585,"8800424","f",38,1,"Aldra",2000,2002,0,1,1,1,1,2,0.5,1,"38 2000","8800424"
"586",586,"8800426","m",27,1,"Hestmannøy",2000,2000,0,2,2,1,1,1,2,1,"27 2000","8800426"
"587",587,"8800427","f",27,1,"Hestmannøy",2000,2001,0,2,1.61803398874989,0.85065080835204,1,2,1,1.5,"27 2000","8800427"
"588",588,"8800428","f",27,1,"Hestmannøy",2000,2003,0,1,1,0.577350269189626,3,4,0.25,3,"27 2000","8800428"
"589",589,"8800434","m",28,1,"Indre-Kvarøy",2000,2001,0,1,1,1,1,1,1,1,"28 2000","8800434"
"590",590,"8800436","m",28,1,"Indre-Kvarøy",2000,2006,0,6,1.51519232063637,0.234227035851625,3,6,1,4.5,"28 2000","8800436"
"591",591,"8800437","f",28,1,"Indre-Kvarøy",2000,2001,0,2,2,1,1,1,2,1,"28 2000","8800437"
"592",592,"8800439","m",26,1,"Gjerøy",2000,2000,0,1,1,1,1,1,1,1,"26 2000","8800439"
"593",593,"8800440","f",26,1,"Gjerøy",2000,2007,0,4,1.61803398874989,0.491123473188423,1,8,0.5,3.75,"26 2000","8800440"
"596",596,"8800468","f",27,1,"Hestmannøy",2000,2002,0,4,2,0.447213595499958,2,2,2,2,"27 2000","8800468"
"597",597,"8800469","m",27,1,"Hestmannøy",2000,2004,0,1,1,0.5,4,4,0.25,4,"27 2000","8800469"
"599",599,"8800477","m",26,1,"Gjerøy",2000,2002,0,1,1,0.707106781186547,2,2,0.5,2,"26 2000","8800477"
"600",600,"8800478","m",26,1,"Gjerøy",2000,2003,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"26 2000","8800478"
"603",603,"8800489","f",38,1,"Aldra",2000,2002,0,5,4.23606797749979,0.97324898946773,1,2,2.5,1.2,"38 2000","8800489"
"604",604,"8800490","f",38,1,"Aldra",2000,2003,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"38 2000","8800490"
"606",606,"8800495","m",38,1,"Aldra",2000,2009,0,3,1.51287639686409,0.5,2,9,0.333333333333333,3,"38 2000","8800495"
"607",607,"8800497","m",26,1,"Gjerøy",2000,2001,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"26 2000","8800497"
